text,rating
"packing rapi, barang bagus sesuai deskrispi👍",5
Packing ke luar kota harusnya pake bubble wrap kak. Jadi gak penyok2 kotaknya.,2
"bagus sesuai deskripsi, pengiriman cepat, packing, rapih",5
Thank u barang sampai dan bagus 👍👍👍,5
Sesuai dengan gambar persis &amp; aslinya lucu banget. Top deh,5
Fast raspons. Kemarin pesen hari ini smpe.,5
Cantik bangeeeeettt.....persis seperti gambar! Ga nyesel deh....,5
Bahannya bagus. Motifnya lucu. Model seperti ini tidak gampang lepas jadi nggak khawatir jatuh di jalan,5
Bagus dan lucu . Suka sekali,5
Barang sesuai pict dan bagus. Terima kasih,5
Thank you sudah sampai.,5
"Fast respon, packing good, sepatu&#39;y bgus bgt. Thanx",5
Respon cepat &amp; barang sesuai deskripsi,5
"Respon penjual sangat baik. Namun saya memesan nomor 5, yg sampai sepatu nomor 2. Saya sudah menyampaikan melalui chat setelah membayar, tapi penjual menyampaikan sy hrs menulis dicatatan saat checkout. Padahal penjual tidak mengingatkan sebelumnya. Saat sy minta retur dan mohon dikirimkan kembali saat pengiriman pembelian selanjutnya (saya berencana membeli lagi sepatu model lain), namun penjual tidak berkenan untuk di retur",3
Bagus banget sepatunya..,5
"Kualitas barang baik, packing rapi. Recommended",5
lucuuuuu banget gemeees sama sepatu nya bahan nya bagus 😍😍😍😍😍😍,5
Barang sesuai dgn gbr... Good quality,5
"Good quality, terimakasih ya",5
"baguuuuusss , rekomended banget",5
"Sukaa sekaliiii, bagus, sesuai gambar. Packing rapi",5
Bagus. Packaging bagus. Fast response,5
Luccccccuuuuuu dan ada karet biar ga copot pas dipake sama baby,5
Mantappppppp sayyyyyyy,5
Cepet banget nyampenya😍,5
Produk original dan motifnya bagus sekali.,5
barang ori..karena yg jual official store..plus harga miring bgt..bonusnya dpt goodie bag,5
"Mantap gan, diskon 50% tanpa ribet",5
"Pengiriman cepat,barang bagus",5
"Pengiriman cepat, rapi dan sesuai pesanan",5
mantapss suka sepatunya,5
Barang bagus dan cepat sampainya.....................,5
"Packing aman, dapet hadiah pouch, proses cepat, sesuai gambar",5
"Barang nya cepat sampai, dapet hadiah nya juga, sepatu nya bagus",5
"Saya selalu suka model yg CW atau CM. Enak dipake jalan kaki. Btw, seri ini agak.beda ya. Ada sablon si kartun lucu. Tapi hasilnya jadi agak kilap. Gapapa.. yg limited kayak gini biasanya ga banyak. Worth to collect",5
"packing rapih, barangnya kualitas bagus",5
"Produk nya bagus, Admin Tokonya yang gak bagus, baru transfer via VA M-Banking BCA 1Menit salah alamat, gabisa di cancel + gabisa dirubah alamatnya sama ini official store, gak professional nyusahin konsumen, Saya sampai Harus buat Surat pernyataan ke pihak JNE, Dan Menelpon pihak JNE Jakarta + Bandung (Pusat) karena perubahan alamatnya tidak dibantu sama Sekali, Belanja Online Paling Menyebalkan yang pernah Saya alami.",1
Mantap barang bagus recomended dah pokoknya,5
Mantul lah . Recommended 👍,5
The best deh pokoknya...........,5
"Pakcking mantap , isi luar biasa...",5
"Barang ORI, bagus....recommended!",5
Makasiiiiiiiiiiih...😊,5
"Pembelian kedua, tetap memuaskan. Hanya saja sayang sleting pouch nya rusak. 😢",5
Baguuussss. Sepatu ori. Pengiriman cepat. Respon seller cepat.,5
"Produk sesuai dengan deskripsi, love to have it! Kualitas yang sangat baik, recommended",5
"Respon cepat, pengiriman cepat, sepatunya mantappp",5
"Barang original,packing rapih manttaaaap pokoknya dah beli 3x di sini",5
"Sesuai Deskripsi, Original, Dapet Cover Shoes sama Tottebag jugaaa. Mantaps hiyahiyahiya.",5
Spatunya mantep. Packaging dalam kotaknya bejibun juga ternyata. Respon admin cepet juga,5
Sesuai cuma size kebesaran sedikit biasa 37 mesti pakai yg 36 kayanya,4
Bagus.. pengiriman cepat..sayang no 40 nya aga besar dibanding wakai sora...,5
Dijamin Original.. mantappp..,5
"produk bagus, baru, pengiriman cepat",5
"Produk bagus real banget, fast respon , cuma pengiriman yang lelet",5
Barang sesuai size juga pas 👍🏻,5
"barang okee sesuai deskripsi, recsel 👍👍👍",5
"Barang nya baguss, suka !!",5
"Oke bagus... dikira dapet box wakai nya, tp gapapalah yg penting dalemnya wakai, box nya juga bakal dibuang sih... haha",5
Ok... thanks ya.......,5
"Barang ori,sesuai foto n deskripsi dan pastinya ok banget. Recommend",4
"Barang ok, cuma size 42 nya kok seperti  lebih kecil dari merk lain ya..",4
"Barang sesuai deskripsi, namun untuk ukuran sepatu kurang sesuai.
Karena ukuran 41 disini adalah ukuran 40.5, dan sangat sempit di kaki saya.",4
"Produk bagus, ori, recommended",5
Barang bagus n pengiriman cepat,5
Matap n teopebegete deh,5
"Brg good quality sesuai picture,  packaging rapi, cepet pengiriman,  dpt goodie bag tmpat sepatunya",5
Barang sesuai pesananan.....,5
Sesuai gambar sep dah ...,5
Barang sudah diterima dengan baik.. Pengiriman perlu ditingkatkan. Overall baik,5
"Barang original, dijamin, recommended seller",5
"Ukurannya kecil, klo mau beli size dilebihin. misalkan size 42 belinya 43. size 43 belinya 44.",1
"Top markotop, maknyuussss",5
Produk mantap bonus case lagi trima kasih,5
"Pembelian pertama, ukuran 44 kebesaran, pembelian kedua ukuran 43 kekecilan, mgkn memang saya belum beruntung, sukses buat lapaknya gan",5
"Mantep bgt, cpt bgt lg ngirimnya 😁😁😁",5
"Mantap bngt pokonya ,recommended banget",5
"Mantap
Tapi kurang suka dengan warnanya karena gak matching dengan kulit saya",4
Bagus  banget harga OK pengiriman cepat,5
barang cepat sampai dan sesuai dengan foto. terima kasihh,5
Benar benar Baru dan sesuai yg di iklankan,5
"Pengiriman extra cepat packaging super aman, dapat box dan tas belanjanya.. Overall sepatunya bersih dan tidak seperti barang cuci gudang.. Thanks wakai",5
"5 bintang, produk ori, seller resmi, respon cepat",5
Barang nya oke..  Response Seller ok..  Datang ny lama..  Tq,5
Thanks Thanks Thanks Thanks,5
"barangnya bagus ori, tapi sizenya 42 kok lebih kecil drpada wakai saya yg lama...",5
"Mantulllllllll, packing ok bonus tas mantep
Klo aja wakai diskon gini terus bisa koleksi saia",5
Sip memuaskan jangan kapok kasih diskon,5
Mantap!! Sepatunya enak dipake,5
Kegedeaan tp kualitas bagus ko,4
"Baguuss sepatunya, suka banget",5
"Ori barangnya, ukuran juga pas.. okelah overall",4
"mantaplah mulus, suka. thanks gan",5
Sudah sampaii.... Makasih.....,5
Produk sesuai dgn deskripsi....trimakasih yaaa,5
"Produk bagus,terima kasih",5
Bagus! sesuai deskripsi.(/◕ヮ◕)/,5
"Produk sampai dengan selamat, dapat goodybag besar juga, semoga awet, respon seller juga cepat",5
Keren sesuai pesenan... Ori wakai... Thanks,5
"Berang ok, sesuai pesanan thanks.",4
"Alhamdulillah akhirnya sampai juga, mutu bagus, semoga awet.",5
"Produk sesuai gambar, pengiriman cepat. Barang original, sesuai pesanan untuk warna dan ukuran",5
Biar bintang berbicara,5
Terbaiks!!!! Thx Wakaii official,5
Trimakasih.. Barang bagus &amp; pas ukurannya,5
"Barang di terima dengan baik, recommended seller",5
"Nyaman dipakai, pengiriman cepat, dapat tas nya juga",5
Produk bagus. Recommended.,5
"Kelihatannya barang sudah lama di gudang, kondisi kain nya sudah kurang bagus. Tapi diskonnya bagus, jadi OK lah.",4
"Barangnya Bagus, dikaki juga pas. 
Pengiriman barang juga cepat. 
Thank You ya Gan..",5
Brg sdh diterima dgn baik. Tq,5
Mantap sesuai gambar memang wakai asli,4
Menggunakan 1 box tanpa plastik atau bubble warp warna,4
diskon 50%...gk ribet mesti ke store fisiknya...dah gitu responnya cepat walaupun lagi libur kejepit dan natalan..barangnya??dah pasti original lah...yg jualan offficial store..plus bonus goodie bag,5
"Packing rapi, estimasi pengiriman tepat sesuai harinya.
Recommended store.",5
"Sayang cuma full di bintang 5, kalo bisa sampe Bintang 7 gua kasih deh.. thx Wakai",5
"Pengiriman cepat,respon penjual cepat👍",5
Mantap original asli wakai.....packing rapi....mantap,5
"sesuai gambar, dikirim dalam kemasan kotak jd aman sepatunya. recommended OS!",5
Nais banget!!! Dapet wakai dengan harga diskon. Thanks tokped,5
Baguusss... warna navy nya recommended,5
"Barang sudah sampai.. bagus,ga ada cacat,packing rapi,estimasi juga sesuai. Next order.",5
fast respon banget mantap,5
"Barang asli, lbh bagus dr pd beli di store lgs",5
Barang nya baguss.. sukaa,5
Fast respon good quality,5
"lumayan, terima kasih...",3
"Bagus. Pengeriman cepat banget. Kurang packing aja rada&#34; kurang meyakinkan, tpi brang ttp ori",5
"Sesuai semuanyaaa, top markotop^^",5
Kualitas ok dan banyak bonusnya.. Thanks Wakai Official Store..,5
"bagus, suka...........",5
"Ini pembelian kedua,puas akan produknya",5
"Gooddd selleeerr, sesuai gambar",5
"Barang yang di jual sesuai, chat responsif, packing rapi, i like it",5
puaasssss 🔥🔥🔥🔥🔥🔥,5
fast respon seller tercepat terpercaya dan terbaik.. good product and good quality,5
Produk sesuai dengan gambar dan deskripsi keren 👍,5
Sesuai pesanan dan original,5
Pengiriman cepat Sepatunya bagus dpt tas pula sy jg beli dari olshop sebelah belum sampai padahal lebih dulu transaksi.........,5
"Respon dan pengiriman cepat, yg pasti produknya bagus2 dan berkualitas, thanks wakai :)",5
"mantap la, warna ungu kek janda",5
Produk sesuai dan memuaskan,5
Yg ini jelek...kurang bagusssssssssssssssssss,3
"Barang original,. Harga terbaik,. Trims.",5
original..... penjual ramah.. pengiriman cepat..,5
Pengiriman cepat. Produk oke.,4
Mulussss.... Dan original...,5
Bagus sesuai...proses agak lama,4
Kualitas OK...harga Ok...thx,5
"Barang sesuai psanan ukr dan deskripsi..makasi,",5
"Barang bagus, pengiriman dan konfirmasi cepat. Thanks a lot",5
Pembelian kedua! Top responnya cepat dan pengiriman kilat! Thx,5
Keren bgt!!! Proses cepat dan QC mantap! Perfect! Tux,5
Padahal udah tulis di keterangan tentang size yang dipesan tapi dikirimnya size yang beda dan saat mau di tukar ribet banget 😒 kapok,1
Kualitas TOP. Barang original. Cuma kegedean. Saya yg tinggi 165 berat 60 aja kegedean banget untuk ukuran M nya. Baiknya pesan ukuran S kmarin. Saya yg salah order ukuran. Ga ngira2. Kirain ukuran M normal. 😅😌,5
Keren.. Bagus.. Sesuai dengan yang diharapkan,5
Kerenn.. Bagus..bakal mau lagi..,5
Mantap banget banget banget,5
"Bahan agak tipis kesan vintage..
Mudah^n gak cepet luntur sesuai dengan kualitas nya",4
Bagus bgt..barang original dan dpt harga murah..makasih wakai,5
Kualitas produk sangat sangat memuaskan.,5
Barang bagus... tapi ukurannya lumayan besar yah... padahal size s,5
"Bagus bahannya adem,sizenya pas,untung baca2 komen yg lain,tx wakai....",5
Jaket ny tebal bagus ..... terimakasih,5
"Untung baca komen wkwkw 
Nih gw tinggi 1.7 bb 68kg pake ukuran S masih agak longgar di dada . Buat yg spesifikasinya di bawah gw jgn coba2 hehehe sekedar membantu 
Terimakasih semoga sukses :)",5
"pake merk luar rata2 ukurannya L, disini pake L UKURAN UDAH KAYA UKURAN MANUSIA PURBA, GEDE GEDE BANGET",3
"Pengiriman cepat,Produk original tapi sayang kebesaran padahal size S,tapi Besar.",4
"Seller responsive, proses cepat, packaging rapih. Barang Cakepp. Recommended 👍",5
"Barang sesuai dengan pesanan, dapet bonus juga :D",5
Fast respon dari pihak storenya.dan pengiriman juga cepat.tapi sayang gak bisa di tuker kalo ukuran salah,5
Barang sampai dengan selamat dan memuaskan !!,5
cepat sampai barang sesuai deskripsi,5
Bagus..bukan skali ini blanja disini.. Bakal lagi.. Dan lagi..,5
"Produk asli sesuai dg deskripsi, packing sangat rapi n sampai cepat dan tepat waktu... Thanks ya 😉",5
Sudah beli ke 4 kalinya di Wakai official....Saya senang produknya di paketkan dengan rapih dan tidak ada cacat plus slalu ada bonusnya.. recommended!,5
Barang bagus..seller respon sgt baik,5
Mantap dan memuaskan sekali,5
Luar biasa baguss khas wakai,5
Packing rapi dan sangat baik,5
Bagus.. Pembelian ke sekian kali.. Semoga ada diskon teruss yaa.. Makasi wakai OS,5
"Produk bagus, hanya saja pada bagian depan sepatunya sedikit kotor. Mungkin sudah terlalu lama di gudang",4
Terimakasihhhh 👍👍👍👍👍,5
Makasih kak. Barang udah sampe. Succes selalu yah,5
pembelian kedua dari toko ini,5
"Cepet sampai, barangnya bagus, sukaaa. Sayang ga dapet box wakai nya :(",5
Produk sesuai gambar. Original wakai. Pengiriman juga cepat. Tp ternyata sepatu nya keras ya. Pdhl udh ngambil 1 nomor diatas nomor sepatu sy. Sayang bgt 😣,4
..........terima kasih.......,5
respon cepat.. saya suka saya suka..,5
"Kualitas produk original walaupun box bukan menggunakan box wakai..
Kecepatan pengiriman baik, respon penjual cepat membalas
Recomended seller",4
"So pretty, i love itttttt",5
"Nicee..
Bagus banget barangnya, warna nya unik hehehe",5
Bagus barangnya dan cepat pengirimannya,5
Bagus sepatunya Makasih,5
Bahan sepatu kaku kalau di pakai bikin kaki lecet,2
I like it and so comfortable for daily use,5
Mantap..............,5
Kualitas produk sangat baik.harga lumayan murah.terimakasih,5
"Cakep... Ukuran dan warna sesuai dengan pesanan..
Terima Kasih Kak",5
"Product sesuai gambar, ok, delivery on time, reseller ok",5
..........terima kasih....,5
"Kualitas barang bagus, packaging aman. Respon penjual dan pengiriman cepat.",5
Keren sepatunyaa...cuma sehari sudah sampe...terimakasih wakai dan tokopedia...,5
"Produk sesuai pict, kualitas bagus, packing ckup rapi walaupun hanya dg kardus tanpa bubble wrap",5
"ini pembelian ke 2 saya,,,barang ori..sudah pasti ..diskonnya lumayan,pengiriman cepat bgt..1 hari nympe..padahal free ongkir..trus dpt bonus goodybag",5
Terima kasih ⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️,5
Produk asli udh pasti ciaamik,5
Barang sesuai...hanya saja proses dan pengiriman agak lama,5
Terima kasih paket sudah sampai. Sesuai pesanan. Slow respon.,4
Syukkaaa sekaliiiiii sama produknya,5
"Kualitas selalu baik, model cantik dan nyaman dipakai",5
Very very good....terimakasih ya sis...,5
...............terima kasih.............,5
.........terima kasih.......,5
Promonya selalu bikin seneng 😘😘😘,5
Haloo kak apakah bisa tukar nomor sepatu ?,5
"Brg bagus, kirim cepat,service baik, complaint di tangani dgn cepat dan baik",5
"kiriman cepat, barang bagus, good job",5
Emang ngga ada box nya ya?? Tapi over all puas banget barang aman g penyok karena di paketin pake kardus super besar..,5
Barang bagus. Tp koq yg satu agak longgar. Mungkin barang display kali ya,4
Sesuai deskripsi. terimakasih,5
Terimakasihhhh....👍👍👍👍👍,5
Terima kasih walau dibungkus tanpa tambahan ini itu tp tetap dikirim dan sampai tepat waktu. Mantap.,5
Seller ramah. Kemasan rapi. Barang bagus,5
Barang bagus sesuai dengan gambar pengiriman cepat,4
"sangat cpat,barang bagus sesuai deskripsi",5
Terimakasihhhh...👍👍👍👍👍,5
Warna sih tdk spt yg diharapkan. Mungkin salah milihnya. Semua sdh ok lah,4
memuaskan sesuai pesanan bahan halus original,5
"Okelah...,recomended seller coi...",5
"Barang original sesuai deskripsi, respon cepat, rekomen reseller",5
"Product sesuai deskripsi
Packing rapi dan aman
Very recommend",5
Tidak ada box wakai nyaaaaaaaaa,4
Bagus banget sepatu wakai nya.. Recommended Seller ini.. Mantep.. Makasih ya Seller,5
"Barang sesuai dengan gambar, ok lah pokoknya",5
Pengiriman lumayan. Sepatunya sesuai deskripsi dan foto,5
Trimakasih paket sudah datang...sukses selalu ya,5
Ukuran 40 nya agak kecil di kaki istri saya.,4
Produk bagus sesuai pic dan pesanan.  pengiriman cepat.,5
"Produk original, sesuai deskripsi, kondisi mulus dan bagus. Thanks.",5
"Sepatunya bagus, enak bgt dipakai, harga murah, packing rapi. Terima kasih ya",5
super sekali.. di mall gak ketemu size ini..,5
"Kualitas produk baik, respon penjual baik",5
Barang sudah diterima. Terima Kasih.,4
"Produk sesuai, pengiriman cepat, packing baik",5
"Pengiriman super cepat, hari ini bayar gak nyampe sehari paket langsung dikirim",5
"Barang ori, nyampe cepet bgt. Mu pesen lagi",5
Sudah sampai packaging rapi dan barang ok,4
Barang sampai 2 hari setelah pemesanan. Kualitas premium,5
Goodquality but the Worst marketing managers without any mutual respect for cust,2
"Sepatu nya bagus, mantap, keren, tapi ternyata nomor 39 nya lebih besar dari ukuran sepatu2 lokal",5
"Produk sdh diterima, original, nyaman dipakai.. 👍",5
Barang ori..enak banget dipakainya,5
"Produk ok, size 37 juga sesuai, sekarang sdg beli satu lagi ukuran 36 Warna navy. Thx wakai n tokopedia.",5
"Brg yg diterima sesuai dgn deskripsi produk.
Kwalitas original mulus tanpa cacat ataupun reject.
Emang TOP deh sellernya.",5
"pengiriman sesuai pesanan, packing rapi, terimakasih banyak gan...",5
Mantappppppp mantap kalii sangat mantapp,5
"Produknya bagus, pengiriman cepat, packing rapih dgn bubble wrap. Thank u",5
Fast response. Comfy usage,5
"Respon &amp; pengiriman cepat,  kualitas baik",5
Bagus dan semoga awettt,4
Kualitas good...pas dipakainya....packing bagus -tq,5
Sepatunya bagus hny sempit sedikit krn baru pake.  Pengiriman brg jg cepat.  Tq y,5
"2hari aja sampe, sesuai foto, size pas, kece lah....",5
"Respon dr penjual sangat baik dan pengiriman cepat, barang sesuai dengan deskripsi",5
Barang sesuai dengan pesanan dan pengiriman cepat,5
"Warna keren merahnya, ukuran juga sesuai",5
"Sesuai dengan gambar, produk original",5
Kualitas tidak perlu diragukan lah yaa..harga nya itu loh fantastis!!! Makasi😁 sering2 sale yaa,5
"Harga murah , proses cepat , semoga tahan lama , recommended seller",5
Puas bgt.. Terimakasiiihhh,5
Produk dipaketkan dgn rapi dan sampai dgn baik. Produk ok dan ukuran benar sesuai. Mengapa bisa ada COMMENT ukuran kebesaran atau kekecilan. Ini pembelian ke 2 saya. Mantul Wakai dan thx tokopedia. Ditunggu promo berikutnya.,5
Sesuai yg dipajang .. makasih,5
"Barang sesuai deskripsi, sangat ringan, enak dipakai",4
Terbaiks!!! Thx Wakai official,5
Pelayanan cepat mantap,5
Pelayanan cepat dan oke....packing kurang aman sih..,5
Produk OK. Packing sipp....,5
"Produk oke,pengiriman cepat,respon toko sgt cepat",5
Produk ok dan packagingnya pun rapi. Terima kasih,5
bagus..... sesuai pesanan,5
"Bagus sepatunya, pengiriman cepat dan barang sesuai gambar",5
"Sesuai dengan gambar, pengiriman cepat bingit",5
Produk asli...enak dipakai...sesuai dng deskripsi. Pelayanan juga cepat. Trimakasih yaaa,5
"Barang sdh smp ya, sesuai yg sy pesan, paket rapi, mudah2an awet sepatunya",4
Produk sesuai dgn deskripsi.,5
"Bagus n nyaman,, suka ^.^",5
"Pengiriman cepatt, respon penjual baik, barang sesuai....",5
Barang nya bagus dan indah,5
Ukuran dan warna sesuai dgn foto dan deskripsi produk yg dijual. Produk dipaketkan dgn rapi tidak ada cacat. Recommended !,5
So far so good ... ... ...,5
Terima kasih barang sesuai gmbar &amp; bagus. Pengiriman cepat &amp; baik.,5
Keren. Sering sering ngadain promo :-),5
Produk yg dikirim sesuai pesanan dengan kondisi yang sangat baik. Pengiriman juga sangat cepat. Terima kasih.,5
Good product with good price,5
"Kesekian kalinya, selalu puas belanja disini",5
barang sesuai pesanan dan di terima dengan baik tq,4
Ok good ... ... ... ... ... ... ... ... ...,5
Good ... ... ... ... ... ... ... ... ...,5
"makasih promonya, quality ga usah ditanya namanya ori ya pasti bagus :D",5
Barangny sesuai... Manteeeeeep,4
Barang bagus kualitas oke 👍🏻,5
Barangnya nyampe cepet banget huhuhhu. Dan ori huhuhu,5
"Sepatunya original wakai, warnanya jg oke. Daper harga diskon yang murah banget. Thanks yaaa 😘",5
"Ini kali kedua saya beli product diskonan di wakai official store, seperti sebelum nya,,, saya puas. Respon seller cepat, pengiriman cepat, barang original dan sesuai dengan deskripsi. Sering2 deh majang barang diskonan yaaa, saya akan beli terus kalo suka. Thanks wakai, thanks tokped.",5
Mantap memang beli di official store.... barang aseli dan tidak ngecewakan....,5
Puas banget ...  sesuai thread dan original tentunya,5
Sesuai pesanan dan overall good banget dah :),5
Pas ukurannya dan ori nyaman,4
"Selalu puas belanja disini,produk ori,packing rapi",5
Murag meriah ori..pengiriman Official tercepattt kynya.... Tq,5
"Produk bagus, barang ori",5
"Admin kerja produktif 👍🏻 proses cepat, produk sesuai keterangan dan dipacking rapi kokoh. Makasih ya.. souvenirnya",5
"Sesuai sih dengan deskripsinya walau ukurannya agak besar, padahal milihnya sesuai dengan ukuran Saya..",4
Produk sangat bagus dan sesuai dengan deskripsi 👍👍👍,5
Produk bagus dan tiba tepat waktu,5
Sudah cepat pengirimannya cuma tolong diluar jam toko adminnya on juga donk,3
"Kalo Untuk Productnya No Comment Lah, Kan Emang Barang ORIGINAL.
Saran Saja ya Min, Banyakin Discount dan Ukuran Besar Misalnya 45 😄👍🏽👍🏽❤️❤️❤️❤️😘🙏🏽",5
Fast respon.. pengiriman oke.. barang ori bagus,4
"Ini barang bagus amat, original dari wakai! Gausah takut tipu tipu gua udah buktiin. Barang cepet sampenya, dan ukuran sama bahannya ga ngebohongin!
Recomended ni buat yg cari sepatu slip on!",5
Sepatu Bagus Sesuai Pesanan sukses sll Wakai,5
"Sepatu bagus, empuk dan nyaman. Pelayanan ok fast respon. Cuman sayang, metode pengirimannya pelit. Yah klo ga ada gojek/grab. Jnenya adain yg express lah. Tp tetep 5 star",5
"Kualitas, harga, dan pelayanannya the best....",5
terimakasih barang cepat sampai...,5
Selalu puas sama produknya...😍,5
Cocok Kualitas bintang 5 !,5
Barang bagus.. pengiriman cepet..,5
"Mantaab diskon. Kualitas sesuai dengan harga, nyaman dipakai",5
"Produk 100% original ... pengiriman cepat , respon toko baik 👍👍👍",5
"Keren bonus jam nya... lebih keren lagi responnya, 26 jam bandung-jakarta pakai jne reg. Barang dah sampe... tks seller..",5
Utk harga sgini kualitas ny top bgt,5
Mantaaaaaaaaaappppppp,5
Sepatu bagus cuma jam kegedean,5
cakeppppppppppppppppppppp,5
"Good product, good seller, good price",4
"Lumayan lah, sepertinya di gambar terlalu banyak efek",4
"Mantaaaappss, terima kasihh..",4
Produk sesuai gambar cuman ada beberapa sisi yg kurang sempurna,3
Memuaskan sekali brand lokal bagus deh pokoknya,5
"Pengiriman sangat cepat, sepatu bagus tapi lemnya kurang rapih",4
"seller responsif, packaging kotak sepatu polos dibungkus plastik hitam..
secara overall barang bagus,cuma di bagian sol nya kurang rapi,agak kotor,dan tampak bekas lem di antara sol &amp; kulitnya..
harga bersaing,hehe.. ini alasan utama beli sepatu di toko ini..
terimakasih &amp; semoga lancar terus usahanya",4
Barang bagus sesuai gambar tp kecewa sma respon dan pengiriman pun lambat tidak sesuai 1 day tp tiba 2 day,3
Pelayanan cepat &amp; ramah,5
"dengan size 42 ternyata ukuran lebar dari sepatu pantofel tersebut agak terlalu lebar, sehingga kelihatan agak kebesaran ketika dipakai, sebab biasanya sepatu dengan size 42 sudah cocok untuk dipakai. Tapi sayangnya tidak terlalu cocok untuk sepatu pantofel ini.

Thanks",3
Bagus barangnya ...n fast respon penjualnya...moga awet n bisa langgannan disini,5
"Keren sepatunya dan dapat tas pula, harga diskon",5
Harga berbanding lurus dengan kualitas,4
"seep brang aman, sellerny ramah, pngirimn cpat👍👍👍",5
Kasih 41 gak muat bagian depan nya d utama in 42 mungkin gak ada,4
Good produk&amp;recomended,4
"Pesanan cepat diproses, ukuran dan warnanya sesuai pilihan, kualitas oke, semoga awet",4
Semoga awet dipakai sepatunya,5
"bagus. respon juga baik. cuma lemnya agak kurang rapih. tapi sesuai sama harga kok.
Semoga tahan lama.",4
"Oke terimakasih broo , ,. , , , Barang sudah diterima",5
Mantap....barang nyampe dengan tepat waktu,4
Sangat memuaskan prodaknya sesuai pada gambarnya,5
Barang sesuai deskripsi dan permintaan. semoga bisa dipakai dalam waktu lama,5
Kayak punya sepatu yg harganya 2 jutaan lho ka,5
Mantap. Barang sudah diterima. Pelayanan cepat. Packing rapi. Barang sesuai deskripsi. Respon seller juga cepat. Recommended seller. Terima kasih. Sukses terus Gan usahanya. Joss!!,5
"Produk yang bagus....
Terima kasih seller atas pelayanannya",5
TOP !!!!!!!!!!!!!!!!!,5
Good product fast response recomended seller,5
"Barangnya sih oke tp slow banget responnya, coba deh tingkatkan lagi ke depannya",1
"Sesuai Harga,thanks gan mantap!",4
Mantap.barang original,5
"Beli sdh 2 kali, Produk sesuai deskripsi, pengiriman cepat..recommended bgt.. thankyou",5
"Bagus tapi kecil kayanya kalo di tangan cowok mah, ini buat cewe atau anak SMP cowo",5
Bagys barangnya sesuai deskripsi makasih...,4
"Jamnya bagus, simple, sporty dan ringan. Seller juga fast response dan produk bergaransi resmi",5
Bagus semoga awet dan harga kompetitif,5
"Barang OK
Sesuai deskripsi.

Tapi walaupun model unisex, jam ini lebih cocok dipakai utk cewek karena diameter jamnya yg kecil",5
Senang kemasan rapi dan tepat waktu,5
Sesuai dengan gambarnya..ok ...thanks,5
Barang sudah sampai.................,4
"Barang sesuai deskripsi, pengiriman cepat",5
Sesuai dengan deskripsi barangnya. Dan pengiriman cepat sesuai dgn seller informasikan.seller sangat responsif,5
Pasti bagus dan terpercaya beli disini,5
"Bagus banget, sesuai deskripsi",5
"Packing bagus, cepat sampai, sesuai pesanan, ternyata jam nya kecil, overall puas sama pesanan.",4
ok barang sesuai............,4
Produk bagus sesuai dan pengiriman cepat,5
"Harga ,produk,fungsi ,sesuai",5
"Bagus jamnya, recommended seller, thank you 👍😁",5
"Recsell, barang sesuai gambar, respon cepat top(y)",5
Packing rapih  &amp; amannn,4
"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Mauris ultrices aliquet mollis. Integer id dictum metus, sed feugiat neque. Curabitur ac lacinia tortor. Duis cursus id lectus sed scelerisque. Quisque et semper tellus, ac lacinia ipsum. Mauris interdum lorem quis quam imperdiet venenatis. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos.",5
"bagus,,sesuai di gambar",5
Barang okaylah packing rapih cma aga lama aja krna kantor nya sabtu minggu libur katanya .. tq,4
"Pengiriman cepat, pelayan lumayan tanggap. Sayangnya nggak dapet kartu garansi biru. Packing terjaga banget, best dah pokok",5
Produk sesuai gambar baguss,5
"Packingnya rapih bangett, mantapp",5
Gak layak disebut jam pria.  Strap kecil diameter jg krg utk dipake cowok. Sy kasih sm pembantu sy jamnya (cewek). Cukup sekali.,1
Keren. Sesuai gambar. Gak nyesel deh,5
"Packingnya sangat rapi, mantap",5
Packing kurang aman tolong di tingkat kan lagi ... Kalau jam mendarat dengan bagus keren sih puas dengan jam nya cuman saran packing nya aja ...,4
"Jamnya keren dan bagus packingnya, jadi jam sangat aman",5
packing jam tanpa tempat dr kaleng yg biasa sy beli di mall.. mungkin krn ini harganya beda.. overall good lah.. thanks,5
Mantap! Barang aman dan sesuai dengan deskripsi.. Harga pun sangat kompetitif. Terimakasih.,5
"Barang sdh di terima dlm kondisi baik sesuai pesanan produk berkualitas dan original bergaransi resmi, packing rapih aman dan pengiriman cpt, recommended seller",5
Sampai tujuan dengan selamat,4
"Alhamdulillah udg sampai barangnya.
Kereeenn jga",5
Packing rapih Dan barang sesuai dengan pesanan,5
Jossssd gandosssss pooolll,4
Saya minta kembalikan dana kecewa bgt TDK sesuai digambar besar DTG kecil sekali,1
Bagus sih tapi jam nya kecil sekali tp bagus,4
"Produk Bagus, Kualitasnya Bagus, Pengirimannya Cepat Mantablah! Btw Ini Jam Cowo Atau Cewek Ya??? hehehe...",5
Produk bagus..ternyata jam nya kecil..tp pengiriman cepat...recommended seller...,4
Super puas! Barang bagus proses order dan kirim cepat!!,5
keciiiiill ternyata.....,4
